Data Science,Public Speaking,Python: Introduction,Node.js,Trigonometry,Applications Of Trignonometry,Political Science,Grammar,Machine Learning,Django,"HTML,CSS",Javascript,Literature,Inverse Trignonometry
73,0.0,29.0,29.0,12.0,0.0,0.0,9.0,8.0,11.0,25.0,5.0,29.0,8.0,23.0
74,0.0,5.0,0.0,15.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
75,23.0,0.0,13.0,0.0,0.0,0.0,18.0,7.0,12.0,0.0,0.0,0.0,0.0,12.0
76,11.0,11.0,6.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,16.0,24.0
77,0.0,17.0,29.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,18.0,26.0
78,0.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,7.0,19.0,27.0,0.0,0.0,9.0
79,18.0,0.0,0.0,27.0,0.0,0.0,10.0,28.0,25.0,0.0,9.0,13.0,22.0,0.0
80,0.0,10.0,6.0,29.0,0.0,0.0,28.0,0.0,0.0,28.0,15.0,0.0,0.0,9.0
81,5.0,0.0,9.0,0.0,0.0,0.0,14.0,21.0,0.0,28.0,26.0,9.0,22.0,11.0
82,18.0,0.0,22.0,0.0,0.0,0.0,27.0,25.0,0.0,0.0,25.0,7.0,26.0,0.0
83,0.0,26.0,0.0,9.0,10.0,0.0,15.0,6.0,0.0,0.0,29.0,11.0,0.0,0.0
84,0.0,0.0,22.0,17.0,10.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,7.0,0.0
85,0.0,23.0,0.0,0.0,17.0,0.0,15.0,0.0,13.0,0.0,14.0,22.0,0.0,0.0
86,0.0,11.0,18.0,6.0,21.0,0.0,26.0,0.0,0.0,14.0,0.0,0.0,14.0,26.0
87,5.0,0.0,0.0,0.0,21.0,24.0,0.0,14.0,0.0,0.0,27.0,0.0,18.0,0.0
88,0.0,29.0,0.0,23.0,18.0,0.0,24.0,14.0,0.0,0.0,20.0,0.0,6.0,11.0
89,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,23.0,0.0,12.0,18.0
90,8.0,0.0,15.0,5.0,17.0,0.0,0.0,0.0,26.0,0.0,5.0,13.0,25.0,29.0
91,16.0,0.0,20.0,0.0,0.0,0.0,0.0,11.0,0.0,23.0,11.0,0.0,0.0,0.0
92,20.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,12.0,24.0,8.0,7.0,11.0,13.0
93,0.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,0.0,9.0,11.0,26.0,23.0
94,15.0,17.0,14.0,26.0,14.0,23.0,0.0,0.0,0.0,29.0,24.0,0.0,0.0,0.0
95,16.0,26.0,10.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0
96,14.0,11.0,8.0,0.0,0.0,7.0,0.0,0.0,19.0,9.0,24.0,17.0,15.0,27.0
97,0.0,0.0,0.0,0.0,11.0,16.0,20.0,0.0,20.0,15.0,11.0,0.0,28.0,28.0
98,0.0,0.0,10.0,22.0,0.0,0.0,0.0,25.0,0.0,14.0,0.0,12.0,0.0,0.0
99,0.0,0.0,0.0,12.0,27.0,10.0,0.0,0.0,14.0,19.0,29.0,13.0,25.0,21.0
100,6.0,0.0,10.0,0.0,19.0,0.0,23.0,0.0,5.0,12.0,8.0,17.0,28.0,26.0
101,0.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,21.0,0.0,0.0,0.0
102,9.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,21.0,20.0,0.0,9.0,18.0,0.0
103,0.0,0.0,11.0,0.0,0.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0,11.0
104,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0
105,15.0,0.0,0.0,25.0,19.0,7.0,6.0,18.0,0.0,16.0,0.0,23.0,19.0,19.0
106,0.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,17.0,0.0,0.0,27.0,26.0,0.0,0.0,19.0,0.0,0.0,25.0,0.0,0.0
108,11.0,16.0,19.0,0.0,22.0,0.0,11.0,9.0,8.0,27.0,0.0,7.0,0.0,17.0
109,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
110,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
111,0.0,14.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
112,26.0,23.0,11.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
113,5.0,0.0,6.0,0.0,0.0,27.0,0.0,8.0,0.0,15.0,24.0,0.0,29.0,11.0
114,0.0,20.0,0.0,0.0,0.0,12.0,8.0,0.0,18.0,10.0,22.0,7.0,20.0,0.0
115,5.0,15.0,0.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,22.0,20.0,28.0,13.0
116,0.0,0.0,0.0,7.0,0.0,0.0,24.0,9.0,15.0,0.0,29.0,26.0,22.0,27.0
117,18.0,17.0,0.0,24.0,0.0,6.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0
118,5.0,8.0,0.0,5.0,7.0,26.0,28.0,25.0,0.0,14.0,5.0,29.0,0.0,16.0
119,0.0,10.0,29.0,0.0,0.0,16.0,0.0,28.0,0.0,10.0,16.0,0.0,0.0,0.0
120,9.0,0.0,0.0,20.0,26.0,6.0,8.0,21.0,0.0,0.0,13.0,22.0,9.0,0.0
121,23.0,0.0,0.0,18.0,27.0,18.0,0.0,12.0,27.0,0.0,0.0,0.0,22.0,0.0
122,23.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0
123,29.0,13.0,23.0,0.0,25.0,24.0,19.0,0.0,21.0,0.0,13.0,0.0,0.0,0.0
124,0.0,10.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0
125,23.0,26.0,24.0,0.0,15.0,0.0,0.0,29.0,8.0,22.0,14.0,0.0,24.0,0.0
126,0.0,0.0,23.0,6.0,10.0,17.0,24.0,0.0,15.0,6.0,22.0,20.0,28.0,0.0
127,29.0,7.0,0.0,5.0,0.0,28.0,0.0,0.0,16.0,21.0,0.0,0.0,0.0,0.0
128,23.0,0.0,24.0,0.0,15.0,0.0,0.0,13.0,27.0,0.0,5.0,21.0,15.0,14.0
129,0.0,24.0,10.0,0.0,0.0,9.0,0.0,0.0,13.0,5.0,0.0,0.0,13.0,11.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,29.0,13.0,8.0,0.0
131,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,25.0
132,16.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,0.0,16.0,0.0,0.0,29.0,27.0
133,25.0,0.0,0.0,22.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0
134,29.0,0.0,15.0,0.0,0.0,26.0,0.0,7.0,12.0,0.0,8.0,0.0,0.0,0.0
135,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,0.0,28.0,0.0
136,23.0,0.0,0.0,22.0,23.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,27.0,0.0
137,16.0,0.0,24.0,0.0,20.0,9.0,0.0,0.0,24.0,0.0,25.0,13.0,20.0,0.0
138,29.0,14.0,8.0,27.0,0.0,0.0,0.0,29.0,8.0,14.0,20.0,24.0,6.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,27.0,24.0,11.0,0.0
140,27.0,0.0,8.0,0.0,5.0,12.0,0.0,18.0,6.0,15.0,0.0,9.0,19.0,0.0
141,0.0,24.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0
142,0.0,9.0,0.0,21.0,23.0,0.0,21.0,0.0,24.0,8.0,9.0,0.0,0.0,29.0
143,8.0,0.0,0.0,0.0,0.0,20.0,14.0,24.0,22.0,0.0,0.0,26.0,29.0,18.0
144,0.0,17.0,23.0,18.0,0.0,0.0,0.0,16.0,0.0,17.0,9.0,0.0,27.0,0.0
145,17.0,0.0,25.0,26.0,26.0,12.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,15.0
146,0.0,25.0,0.0,0.0,13.0,24.0,0.0,17.0,26.0,12.0,11.0,15.0,26.0,29.0
147,0.0,22.0,0.0,0.0,0.0,0.0,20.0,0.0,25.0,7.0,18.0,19.0,19.0,0.0
148,0.0,0.0,0.0,19.0,0.0,24.0,24.0,0.0,0.0,0.0,9.0,17.0,13.0,0.0
149,0.0,0.0,8.0,0.0,0.0,0.0,28.0,9.0,0.0,22.0,29.0,24.0,17.0,0.0
150,28.0,0.0,0.0,21.0,0.0,13.0,19.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0
151,0.0,16.0,0.0,25.0,0.0,5.0,8.0,0.0,24.0,22.0,0.0,28.0,12.0,19.0
152,8.0,11.0,0.0,27.0,29.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,14.0
153,14.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,5.0,0.0
154,0.0,13.0,0.0,13.0,20.0,17.0,13.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0
155,14.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,26.0,28.0,0.0,28.0,18.0,27.0
156,0.0,0.0,0.0,0.0,15.0,6.0,28.0,20.0,0.0,9.0,0.0,0.0,8.0,28.0
157,0.0,0.0,7.0,0.0,20.0,15.0,0.0,28.0,0.0,6.0,28.0,16.0,0.0,26.0
158,0.0,5.0,27.0,19.0,16.0,8.0,0.0,14.0,28.0,10.0,0.0,0.0,22.0,21.0
159,24.0,0.0,0.0,15.0,0.0,0.0,19.0,19.0,0.0,0.0,21.0,0.0,0.0,16.0
160,0.0,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,0.0
161,5.0,18.0,28.0,0.0,0.0,9.0,6.0,0.0,0.0,7.0,0.0,19.0,18.0,0.0
162,0.0,0.0,20.0,14.0,17.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
163,25.0,13.0,0.0,0.0,0.0,7.0,14.0,0.0,11.0,22.0,22.0,28.0,0.0,13.0
164,28.0,0.0,8.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,29.0
165,0.0,0.0,23.0,0.0,26.0,0.0,0.0,0.0,22.0,0.0,0.0,19.0,0.0,14.0
166,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,14.0,12.0
167,12.0,8.0,0.0,0.0,0.0,6.0,15.0,21.0,0.0,8.0,0.0,9.0,0.0,18.0
168,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,7.0
169,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
170,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
171,0.0,25.0,8.0,15.0,18.0,0.0,26.0,18.0,22.0,0.0,0.0,6.0,0.0,8.0
172,20.0,6.0,18.0,26.0,23.0,19.0,0.0,27.0,0.0,6.0,0.0,15.0,0.0,0.0
173,8.0,0.0,27.0,25.0,12.0,20.0,0.0,9.0,11.0,0.0,0.0,0.0,5.0,0.0
174,9.0,21.0,0.0,27.0,27.0,0.0,22.0,25.0,17.0,0.0,17.0,0.0,0.0,0.0
175,18.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,11.0,27.0,13.0
176,6.0,20.0,16.0,0.0,16.0,12.0,0.0,13.0,22.0,26.0,19.0,0.0,0.0,29.0
177,25.0,0.0,0.0,6.0,11.0,0.0,0.0,7.0,0.0,25.0,14.0,0.0,6.0,0.0
178,0.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,5.0,0.0,0.0
179,0.0,21.0,24.0,0.0,0.0,12.0,15.0,0.0,17.0,0.0,20.0,26.0,27.0,22.0
180,0.0,0.0,0.0,0.0,0.0,15.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0
181,0.0,0.0,0.0,0.0,17.0,0.0,12.0,0.0,0.0,0.0,14.0,13.0,0.0,11.0
182,0.0,28.0,0.0,23.0,0.0,0.0,15.0,0.0,17.0,0.0,27.0,0.0,0.0,0.0
183,0.0,13.0,26.0,21.0,0.0,0.0,26.0,20.0,0.0,0.0,8.0,0.0,23.0,25.0
184,27.0,20.0,28.0,7.0,21.0,26.0,0.0,0.0,21.0,0.0,25.0,27.0,0.0,0.0
185,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,20.0,18.0,0.0,0.0,9.0
186,17.0,28.0,0.0,8.0,0.0,14.0,0.0,29.0,15.0,18.0,14.0,28.0,0.0,0.0
187,20.0,12.0,0.0,13.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,25.0,0.0,22.0
188,0.0,0.0,0.0,20.0,13.0,12.0,0.0,6.0,0.0,22.0,12.0,0.0,0.0,9.0
189,24.0,0.0,12.0,27.0,13.0,8.0,8.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0
190,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
191,0.0,16.0,28.0,0.0,19.0,0.0,0.0,6.0,0.0,5.0,12.0,0.0,6.0,0.0
192,25.0,0.0,20.0,23.0,0.0,0.0,23.0,13.0,0.0,12.0,18.0,23.0,16.0,21.0
193,0.0,0.0,0.0,0.0,0.0,24.0,12.0,20.0,0.0,6.0,0.0,28.0,12.0,0.0
194,22.0,0.0,11.0,0.0,0.0,15.0,17.0,8.0,0.0,17.0,0.0,24.0,0.0,0.0
195,0.0,0.0,0.0,29.0,0.0,0.0,28.0,0.0,7.0,23.0,25.0,12.0,0.0,0.0
196,0.0,25.0,17.0,0.0,9.0,22.0,10.0,14.0,0.0,0.0,20.0,11.0,16.0,0.0
197,0.0,18.0,10.0,0.0,18.0,19.0,0.0,17.0,28.0,7.0,0.0,0.0,22.0,19.0
198,0.0,17.0,15.0,8.0,9.0,0.0,12.0,0.0,0.0,0.0,25.0,5.0,28.0,0.0
199,0.0,0.0,0.0,28.0,25.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0
200,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,17.0,16.0,0.0,25.0,0.0,0.0
201,0.0,0.0,25.0,15.0,0.0,9.0,16.0,0.0,15.0,20.0,0.0,17.0,8.0,17.0
202,12.0,27.0,0.0,0.0,19.0,0.0,12.0,0.0,8.0,19.0,0.0,0.0,19.0,23.0
203,0.0,16.0,18.0,25.0,14.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
204,25.0,0.0,17.0,16.0,0.0,23.0,9.0,0.0,0.0,15.0,24.0,28.0,0.0,5.0
205,23.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0
206,0.0,0.0,27.0,5.0,0.0,8.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0
207,0.0,8.0,0.0,0.0,8.0,18.0,0.0,0.0,14.0,17.0,0.0,24.0,0.0,11.0
208,9.0,0.0,23.0,27.0,0.0,25.0,29.0,12.0,0.0,0.0,12.0,10.0,19.0,0.0
209,9.0,6.0,9.0,28.0,29.0,0.0,0.0,9.0,19.0,6.0,0.0,25.0,24.0,21.0
210,0.0,8.0,9.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0
211,25.0,8.0,28.0,0.0,0.0,20.0,0.0,16.0,10.0,0.0,20.0,0.0,27.0,0.0
212,28.0,21.0,0.0,13.0,12.0,0.0,24.0,28.0,14.0,23.0,0.0,0.0,23.0,26.0
213,0.0,0.0,16.0,0.0,22.0,0.0,0.0,0.0,0.0,18.0,19.0,9.0,0.0,0.0
214,0.0,0.0,0.0,23.0,0.0,22.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,21.0
215,0.0,11.0,12.0,0.0,6.0,0.0,0.0,26.0,6.0,0.0,0.0,13.0,20.0,15.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,0.0,10.0,0.0,0.0
217,16.0,14.0,0.0,16.0,0.0,29.0,28.0,0.0,0.0,0.0,26.0,28.0,20.0,0.0
218,13.0,26.0,0.0,17.0,6.0,27.0,0.0,0.0,9.0,0.0,12.0,0.0,6.0,0.0
219,0.0,24.0,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,13.0,0.0,5.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
221,8.0,16.0,20.0,15.0,18.0,10.0,0.0,27.0,21.0,5.0,0.0,23.0,0.0,11.0
222,23.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,29.0,14.0,0.0
223,13.0,0.0,11.0,0.0,27.0,0.0,0.0,0.0,25.0,0.0,24.0,5.0,0.0,17.0
224,27.0,11.0,0.0,0.0,13.0,24.0,13.0,17.0,16.0,0.0,15.0,22.0,0.0,10.0
225,0.0,0.0,5.0,0.0,23.0,25.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0,18.0
226,7.0,23.0,27.0,10.0,0.0,8.0,0.0,0.0,0.0,16.0,10.0,0.0,19.0,23.0
227,24.0,22.0,23.0,0.0,29.0,5.0,20.0,0.0,20.0,28.0,11.0,0.0,0.0,17.0
228,0.0,22.0,20.0,9.0,27.0,18.0,0.0,12.0,0.0,27.0,10.0,27.0,0.0,13.0
229,0.0,0.0,0.0,26.0,9.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
230,0.0,29.0,27.0,0.0,24.0,23.0,12.0,0.0,23.0,11.0,8.0,0.0,0.0,24.0
231,7.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,6.0,24.0,0.0
232,23.0,24.0,0.0,8.0,7.0,12.0,6.0,15.0,7.0,27.0,0.0,22.0,24.0,0.0
233,10.0,0.0,19.0,14.0,9.0,21.0,0.0,0.0,10.0,28.0,0.0,17.0,0.0,11.0
234,0.0,20.0,14.0,0.0,7.0,27.0,17.0,9.0,8.0,17.0,19.0,0.0,12.0,19.0
235,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0
236,0.0,0.0,27.0,9.0,0.0,5.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,14.0
237,0.0,26.0,0.0,15.0,0.0,0.0,22.0,16.0,0.0,24.0,0.0,12.0,0.0,0.0
